grid_id,Station,date,level_daily_mean_m,level_daily_max_m,n_obs
PUNE_G004,Koregaon Bhima,2024-01-09,540.639,540.67,92
PUNE_G004,Koregaon Bhima,2024-01-10,540.632,540.64,88
PUNE_G004,Koregaon Bhima,2024-01-11,540.581,540.63,93
PUNE_G004,Koregaon Bhima,2024-01-12,540.473,540.5,93
PUNE_G004,Koregaon Bhima,2024-01-13,540.508,540.55,92
PUNE_G004,Koregaon Bhima,2024-01-14,540.559,540.58,92
PUNE_G004,Koregaon Bhima,2024-01-15,540.565,540.58,94
PUNE_G004,Koregaon Bhima,2024-01-16,540.581,540.59,88
PUNE_G004,Koregaon Bhima,2024-01-17,540.563,540.58,87
PUNE_G004,Koregaon Bhima,2024-01-18,540.544,540.56,87
PUNE_G004,Koregaon Bhima,2024-01-19,540.523,540.54,90
PUNE_G004,Koregaon Bhima,2024-01-20,540.517,540.54,92
PUNE_G004,Koregaon Bhima,2024-01-21,540.53,540.54,87
PUNE_G004,Koregaon Bhima,2024-01-22,540.522,540.54,92
PUNE_G004,Koregaon Bhima,2024-01-23,540.542,540.55,87
PUNE_G004,Koregaon Bhima,2024-01-24,540.526,540.55,88
PUNE_G004,Koregaon Bhima,2024-01-25,540.531,540.55,88
PUNE_G004,Koregaon Bhima,2024-01-26,540.521,540.53,89
PUNE_G004,Koregaon Bhima,2024-01-27,540.507,540.52,92
PUNE_G004,Koregaon Bhima,2024-01-28,540.505,540.51,92
PUNE_G004,Koregaon Bhima,2024-01-29,540.502,540.51,92
PUNE_G004,Koregaon Bhima,2024-01-30,540.499,540.51,93
PUNE_G004,Koregaon Bhima,2024-01-31,540.497,540.52,88
PUNE_G004,Koregaon Bhima,2024-02-01,540.515,540.52,90
PUNE_G004,Koregaon Bhima,2024-02-02,540.503,540.53,92
PUNE_G004,Koregaon Bhima,2024-02-03,540.488,540.51,91
PUNE_G004,Koregaon Bhima,2024-02-04,540.479,540.49,93
PUNE_G004,Koregaon Bhima,2024-02-05,540.474,540.49,87
PUNE_G004,Koregaon Bhima,2024-02-06,540.457,540.5,86
PUNE_G004,Koregaon Bhima,2024-02-07,540.453,540.46,91
PUNE_G004,Koregaon Bhima,2024-02-08,540.429,540.45,90
PUNE_G004,Koregaon Bhima,2024-02-09,540.419,540.46,73
PUNE_G004,Koregaon Bhima,2024-02-10,540.534,540.57,91
PUNE_G004,Koregaon Bhima,2024-02-11,540.569,540.58,80
PUNE_G004,Koregaon Bhima,2024-02-12,540.568,540.58,72
PUNE_G004,Koregaon Bhima,2024-02-13,540.549,540.56,47
PUNE_G004,Koregaon Bhima,2024-02-14,540.531,540.55,37
PUNE_G004,Koregaon Bhima,2024-02-15,540.51,540.52,25
PUNE_G004,Koregaon Bhima,2024-02-16,540.493,540.51,30
PUNE_G004,Koregaon Bhima,2024-02-17,540.481,540.5,27
PUNE_G004,Koregaon Bhima,2024-02-18,540.469,540.48,14
PUNE_G004,Koregaon Bhima,2024-02-19,540.47,540.48,53
PUNE_G004,Koregaon Bhima,2024-02-20,540.461,540.48,86
PUNE_G004,Koregaon Bhima,2024-02-21,540.448,540.49,92
PUNE_G004,Koregaon Bhima,2024-02-22,540.345,540.46,88
PUNE_G004,Koregaon Bhima,2024-02-23,540.203,540.28,94
PUNE_G004,Koregaon Bhima,2024-02-24,540.116,540.15,94
PUNE_G004,Koregaon Bhima,2024-02-25,540.061,540.09,95
PUNE_G004,Koregaon Bhima,2024-02-26,540.042,540.05,79
PUNE_G004,Koregaon Bhima,2024-02-27,540.034,540.05,94
PUNE_G004,Koregaon Bhima,2024-02-28,540.011,540.04,96
PUNE_G004,Koregaon Bhima,2024-02-29,539.977,540.02,46
PUNE_G004,Koregaon Bhima,2024-03-26,540.802,540.81,93
PUNE_G004,Koregaon Bhima,2024-03-27,540.8,540.81,89
PUNE_G004,Koregaon Bhima,2024-03-28,540.802,540.82,86
PUNE_G004,Koregaon Bhima,2024-03-29,540.809,540.82,87
PUNE_G004,Koregaon Bhima,2024-03-30,540.791,540.81,74
PUNE_G004,Koregaon Bhima,2024-03-31,540.786,540.8,65
PUNE_G004,Koregaon Bhima,2024-04-01,540.762,540.78,88
PUNE_G004,Koregaon Bhima,2024-04-02,540.782,540.85,88
PUNE_G004,Koregaon Bhima,2024-04-03,540.704,540.77,92
PUNE_G004,Koregaon Bhima,2024-04-04,540.708,540.73,92
PUNE_G004,Koregaon Bhima,2024-04-05,540.707,540.72,87
PUNE_G004,Koregaon Bhima,2024-04-06,540.693,540.71,88
PUNE_G004,Koregaon Bhima,2024-04-07,540.683,540.7,93
PUNE_G004,Koregaon Bhima,2024-04-08,540.748,540.82,93
PUNE_G004,Koregaon Bhima,2024-04-09,540.778,540.81,93
PUNE_G004,Koregaon Bhima,2024-04-10,540.775,540.81,95
PUNE_G004,Koregaon Bhima,2024-04-11,540.708,540.79,89
PUNE_G004,Koregaon Bhima,2024-04-12,540.677,540.71,92
PUNE_G004,Koregaon Bhima,2024-04-13,540.683,540.7,92
PUNE_G004,Koregaon Bhima,2024-04-14,540.688,540.7,92
PUNE_G004,Koregaon Bhima,2024-04-15,540.656,541.67,90
PUNE_G004,Koregaon Bhima,2024-04-16,540.641,540.72,93
PUNE_G004,Koregaon Bhima,2024-04-17,540.71,540.71,26
PUNE_G004,Koregaon Bhima,2024-04-19,540.487,540.5,43
PUNE_G004,Koregaon Bhima,2024-04-20,540.468,540.49,95
PUNE_G004,Koregaon Bhima,2024-04-21,540.459,540.48,89
PUNE_G004,Koregaon Bhima,2024-04-22,540.435,540.45,90
PUNE_G004,Koregaon Bhima,2024-04-23,540.41,540.43,91
PUNE_G004,Koregaon Bhima,2024-04-24,540.382,540.4,88
PUNE_G004,Koregaon Bhima,2024-04-25,540.346,540.37,92
PUNE_G004,Koregaon Bhima,2024-04-26,540.296,540.33,85
PUNE_G004,Koregaon Bhima,2024-04-27,540.226,540.27,90
PUNE_G004,Koregaon Bhima,2024-04-28,540.158,540.2,85
PUNE_G004,Koregaon Bhima,2024-04-29,540.098,540.14,91
PUNE_G004,Koregaon Bhima,2024-04-30,540.047,540.08,76
PUNE_G004,Koregaon Bhima,2024-05-01,539.986,540.03,61
PUNE_G004,Koregaon Bhima,2024-05-02,539.917,539.96,65
PUNE_G004,Koregaon Bhima,2024-05-03,539.861,539.9,80
PUNE_G004,Koregaon Bhima,2024-05-04,539.787,539.84,92
PUNE_G004,Koregaon Bhima,2024-05-05,539.718,539.76,82
PUNE_G004,Koregaon Bhima,2024-05-06,539.663,539.71,87
PUNE_G004,Koregaon Bhima,2024-05-07,539.608,539.66,88
PUNE_G004,Koregaon Bhima,2024-05-08,539.564,539.59,92
PUNE_G004,Koregaon Bhima,2024-05-09,539.517,539.55,65
PUNE_G004,Koregaon Bhima,2024-05-10,539.464,539.5,61
PUNE_G004,Koregaon Bhima,2024-05-11,539.431,539.46,71
PUNE_G004,Koregaon Bhima,2024-05-12,539.377,539.43,63
PUNE_G004,Koregaon Bhima,2024-05-13,539.136,539.26,77
PUNE_G004,Koregaon Bhima,2024-05-14,539.152,539.47,90
PUNE_G004,Koregaon Bhima,2024-05-15,540.125,540.55,93
PUNE_G004,Koregaon Bhima,2024-05-16,540.582,540.6,89
PUNE_G004,Koregaon Bhima,2024-05-17,540.606,540.64,90
PUNE_G004,Koregaon Bhima,2024-05-18,540.652,540.68,92
PUNE_G004,Koregaon Bhima,2024-05-19,540.639,540.68,89
PUNE_G004,Koregaon Bhima,2024-05-20,540.531,540.6,88
PUNE_G004,Koregaon Bhima,2024-05-21,540.321,540.46,86
PUNE_G004,Koregaon Bhima,2024-05-22,540.023,540.17,88
PUNE_G004,Koregaon Bhima,2024-05-23,539.762,539.89,91
PUNE_G004,Koregaon Bhima,2024-05-24,539.58,539.66,94
PUNE_G004,Koregaon Bhima,2024-05-25,539.439,539.5,95
PUNE_G004,Koregaon Bhima,2024-05-26,539.321,539.4,95
PUNE_G004,Koregaon Bhima,2024-05-27,539.227,539.29,90
PUNE_G004,Koregaon Bhima,2024-05-28,539.154,539.21,92
PUNE_G004,Koregaon Bhima,2024-05-29,539.091,539.15,93
PUNE_G004,Koregaon Bhima,2024-05-30,539.023,539.07,90
PUNE_G004,Koregaon Bhima,2024-05-31,538.986,539.02,52
PUNE_G004,Koregaon Bhima,2024-07-25,544.167,544.57,50
PUNE_G004,Koregaon Bhima,2024-07-26,543.096,544.25,83
PUNE_G004,Koregaon Bhima,2024-07-27,540.158,541.52,91
PUNE_G004,Koregaon Bhima,2024-07-28,539.321,539.48,95
PUNE_G004,Koregaon Bhima,2024-07-29,539.564,539.78,95
PUNE_G004,Koregaon Bhima,2024-07-30,539.823,540.21,94
PUNE_G004,Koregaon Bhima,2024-07-31,540.369,540.79,93
PUNE_G004,Koregaon Bhima,2024-08-01,540.117,540.79,93
PUNE_G004,Koregaon Bhima,2024-08-02,540.37,541.53,92
PUNE_G004,Koregaon Bhima,2024-08-03,541.055,541.47,95
PUNE_G004,Koregaon Bhima,2024-08-04,542.688,544.38,95
PUNE_G004,Koregaon Bhima,2024-08-05,542.211,544.34,89
PUNE_G004,Koregaon Bhima,2024-08-06,539.645,540.49,96
PUNE_G004,Koregaon Bhima,2024-08-07,539.282,539.54,85
PUNE_G004,Koregaon Bhima,2024-08-08,539.109,539.17,95
PUNE_G004,Koregaon Bhima,2024-08-09,538.591,538.96,96
PUNE_G004,Koregaon Bhima,2024-08-10,538.816,538.99,96
PUNE_G004,Koregaon Bhima,2024-08-11,538.678,538.82,93
PUNE_G004,Koregaon Bhima,2024-08-12,538.723,538.78,87
PUNE_G004,Koregaon Bhima,2024-08-13,538.413,538.63,94
PUNE_G004,Koregaon Bhima,2024-08-14,538.147,538.33,94
PUNE_G004,Koregaon Bhima,2024-08-15,537.93,538.01,93
PUNE_G004,Koregaon Bhima,2024-08-16,537.895,537.96,93
PUNE_G004,Koregaon Bhima,2024-08-17,537.765,537.83,94
PUNE_G004,Koregaon Bhima,2024-08-18,537.7,537.77,95
PUNE_G004,Koregaon Bhima,2024-08-19,537.76,537.94,96
PUNE_G004,Koregaon Bhima,2024-08-20,537.889,537.95,95
PUNE_G004,Koregaon Bhima,2024-08-21,537.939,538.26,69
PUNE_G004,Koregaon Bhima,2024-08-22,537.952,538.12,54
PUNE_G004,Koregaon Bhima,2024-08-23,537.973,538.06,52
PUNE_G004,Koregaon Bhima,2024-08-24,538.262,538.7,63
PUNE_G004,Koregaon Bhima,2024-08-25,540.239,541.36,71
PUNE_G004,Koregaon Bhima,2024-08-26,541.238,541.79,65
PUNE_G004,Koregaon Bhima,2024-08-27,540.528,541.03,89
PUNE_G004,Koregaon Bhima,2024-08-28,540.223,541.04,93
PUNE_G004,Koregaon Bhima,2024-08-29,539.405,539.52,90
PUNE_G004,Koregaon Bhima,2024-08-30,538.861,539.35,87
PUNE_G004,Koregaon Bhima,2024-08-31,538.341,538.49,90
PUNE_G004,Koregaon Bhima,2024-09-01,538.149,538.23,83
PUNE_G004,Koregaon Bhima,2024-09-02,538.076,538.13,88
PUNE_G004,Koregaon Bhima,2024-09-03,538.066,538.11,89
PUNE_G004,Koregaon Bhima,2024-09-04,538.101,538.24,83
PUNE_G004,Koregaon Bhima,2024-09-05,538.499,538.82,85
PUNE_G004,Koregaon Bhima,2024-09-06,539.289,539.6,84
PUNE_G004,Koregaon Bhima,2024-09-07,539.186,539.3,83
PUNE_G004,Koregaon Bhima,2024-09-08,538.65,538.95,84
PUNE_G004,Koregaon Bhima,2024-09-09,538.266,538.67,84
PUNE_G004,Koregaon Bhima,2024-09-10,538.091,538.15,87
PUNE_G004,Koregaon Bhima,2024-09-11,538.057,538.12,79
PUNE_G004,Koregaon Bhima,2024-09-12,538.132,538.18,78
PUNE_G004,Koregaon Bhima,2024-09-13,538.107,538.15,78
PUNE_G004,Koregaon Bhima,2024-09-14,537.95,538.07,83
PUNE_G004,Koregaon Bhima,2024-09-15,537.777,537.82,82
PUNE_G004,Koregaon Bhima,2024-09-16,537.793,537.81,83
PUNE_G004,Koregaon Bhima,2024-09-17,537.758,537.8,80
PUNE_G004,Koregaon Bhima,2024-09-18,537.659,537.73,81
PUNE_G004,Koregaon Bhima,2024-09-19,537.565,537.6,81
PUNE_G004,Koregaon Bhima,2024-09-20,537.477,537.55,74
PUNE_G004,Koregaon Bhima,2024-09-21,537.392,537.41,80
PUNE_G004,Koregaon Bhima,2024-09-22,537.379,537.4,79
PUNE_G004,Koregaon Bhima,2024-09-23,537.384,537.4,83
PUNE_G004,Koregaon Bhima,2024-09-24,537.474,537.79,75
PUNE_G004,Koregaon Bhima,2024-09-25,537.726,538.16,74
PUNE_G004,Koregaon Bhima,2024-09-26,538.09,538.49,74
PUNE_G004,Koregaon Bhima,2024-09-27,537.878,537.98,68
PUNE_G004,Koregaon Bhima,2024-09-28,538.27,538.9,71
PUNE_G004,Koregaon Bhima,2024-09-29,538.585,538.87,76
PUNE_G004,Koregaon Bhima,2024-09-30,538.15,538.34,81
PUNE_G004,Koregaon Bhima,2024-10-01,538.005,538.08,78
PUNE_G004,Koregaon Bhima,2024-10-02,537.758,537.86,80
PUNE_G004,Koregaon Bhima,2024-10-03,537.657,537.71,75
PUNE_G004,Koregaon Bhima,2024-10-04,537.602,537.64,73
PUNE_G004,Koregaon Bhima,2024-10-05,537.541,537.58,67
PUNE_G004,Koregaon Bhima,2024-10-06,537.498,537.52,73
PUNE_G004,Koregaon Bhima,2024-10-07,537.456,537.49,73
PUNE_G004,Koregaon Bhima,2024-10-08,537.424,537.45,73
PUNE_G004,Koregaon Bhima,2024-10-09,537.398,537.42,72
PUNE_G004,Koregaon Bhima,2024-10-10,537.386,537.41,68
PUNE_G004,Koregaon Bhima,2024-10-11,537.384,537.4,66
PUNE_G004,Koregaon Bhima,2024-10-12,537.371,537.39,57
PUNE_G004,Koregaon Bhima,2024-10-13,537.374,537.39,70
PUNE_G004,Koregaon Bhima,2024-10-14,537.371,537.39,70
PUNE_G004,Koregaon Bhima,2024-10-15,537.356,537.38,71
PUNE_G004,Koregaon Bhima,2024-10-16,537.323,537.38,58
PUNE_G004,Koregaon Bhima,2024-10-17,537.45,537.49,63
PUNE_G004,Koregaon Bhima,2024-10-18,537.465,537.5,69
PUNE_G004,Koregaon Bhima,2024-10-19,537.413,537.45,65
PUNE_G004,Koregaon Bhima,2024-10-20,537.368,537.41,72
PUNE_G004,Koregaon Bhima,2024-10-21,537.381,537.42,54
PUNE_G004,Koregaon Bhima,2024-10-22,537.534,537.59,65
PUNE_G004,Koregaon Bhima,2024-10-23,537.729,537.88,66
PUNE_G004,Koregaon Bhima,2024-10-24,537.634,537.8,73
PUNE_G004,Koregaon Bhima,2024-10-25,537.55,537.58,62
PUNE_G004,Koregaon Bhima,2024-10-26,537.419,537.5,65
PUNE_G004,Koregaon Bhima,2024-10-27,537.315,537.36,61
PUNE_G004,Koregaon Bhima,2024-10-28,537.275,537.32,71
PUNE_G004,Koregaon Bhima,2024-10-29,537.154,537.18,59
PUNE_G004,Koregaon Bhima,2024-10-30,537.038,537.09,64
PUNE_G004,Koregaon Bhima,2024-10-31,537.068,537.21,67
PUNE_G004,Koregaon Bhima,2024-11-01,537.333,537.45,58
PUNE_G004,Koregaon Bhima,2024-11-02,537.584,537.69,55
PUNE_G004,Koregaon Bhima,2024-11-03,537.793,537.88,56
PUNE_G004,Koregaon Bhima,2024-11-04,537.974,538.06,64
PUNE_G004,Koregaon Bhima,2024-11-05,538.149,538.23,64
PUNE_G004,Koregaon Bhima,2024-11-06,538.322,538.4,59
PUNE_G004,Koregaon Bhima,2024-11-07,538.499,538.58,56
PUNE_G004,Koregaon Bhima,2024-11-08,538.665,538.75,60
PUNE_G004,Koregaon Bhima,2024-11-09,538.825,538.88,60
PUNE_G004,Koregaon Bhima,2024-11-10,538.955,539.0,32
PUNE_G004,Koregaon Bhima,2024-11-11,539.052,539.11,56
PUNE_G004,Koregaon Bhima,2024-11-12,539.59,540.75,66
PUNE_G004,Koregaon Bhima,2024-11-13,540.872,540.89,64
PUNE_G004,Koregaon Bhima,2024-11-14,540.883,540.89,68
PUNE_G004,Koregaon Bhima,2024-11-15,540.882,540.89,69
PUNE_G004,Koregaon Bhima,2024-11-16,540.882,540.89,60
PUNE_G004,Koregaon Bhima,2024-11-17,540.869,540.88,54
PUNE_G004,Koregaon Bhima,2024-11-18,540.831,540.88,27
PUNE_G004,Koregaon Bhima,2024-11-19,540.836,540.87,36
PUNE_G004,Koregaon Bhima,2024-11-20,540.859,540.87,34
PUNE_G004,Koregaon Bhima,2024-11-21,540.856,540.87,35
PUNE_G004,Koregaon Bhima,2024-11-22,540.691,540.8,25
PUNE_G004,Koregaon Bhima,2024-11-23,540.594,540.6,27
PUNE_G004,Koregaon Bhima,2024-11-24,540.604,540.62,24
PUNE_G004,Koregaon Bhima,2024-11-25,540.605,540.61,33
PUNE_G004,Koregaon Bhima,2024-11-26,540.602,540.61,26
PUNE_G004,Koregaon Bhima,2024-11-27,540.596,540.61,29
PUNE_G004,Koregaon Bhima,2024-11-28,540.596,540.61,25
PUNE_G004,Koregaon Bhima,2024-11-29,540.583,540.61,25
PUNE_G004,Koregaon Bhima,2024-11-30,540.563,540.58,24
PUNE_G004,Koregaon Bhima,2024-12-01,540.548,540.56,28
PUNE_G004,Koregaon Bhima,2024-12-02,540.545,540.55,32
PUNE_G004,Koregaon Bhima,2024-12-03,540.528,540.54,28
PUNE_G004,Koregaon Bhima,2024-12-04,540.52,540.54,32
PUNE_G004,Koregaon Bhima,2024-12-05,540.532,540.54,65
PUNE_G004,Koregaon Bhima,2024-12-06,540.537,540.54,39
PUNE_G004,Koregaon Bhima,2024-12-07,540.537,540.54,64
PUNE_G004,Koregaon Bhima,2024-12-08,540.532,540.55,67
PUNE_G004,Koregaon Bhima,2024-12-09,540.534,540.54,60
PUNE_G004,Koregaon Bhima,2024-12-10,540.53,540.54,62
PUNE_G004,Koregaon Bhima,2024-12-11,540.527,540.54,61
PUNE_G004,Koregaon Bhima,2024-12-12,540.517,540.53,58
PUNE_G004,Koregaon Bhima,2024-12-13,540.496,540.51,43
PUNE_G004,Koregaon Bhima,2024-12-14,540.491,540.5,55
PUNE_G004,Koregaon Bhima,2024-12-15,540.496,540.51,69
PUNE_G004,Koregaon Bhima,2024-12-16,540.498,540.51,73
PUNE_G004,Koregaon Bhima,2024-12-17,540.499,540.51,81
PUNE_G004,Koregaon Bhima,2024-12-18,540.499,540.51,50
